P1_ID de la respuesta;"P8_¿Ha leido la Politica de Acceso Abierto; disponible aqui: link?";P11_Sexo;P12_Edad;RANGO ETARIO;P13_Area del conocimiento en la cual se enmarca su quehacer;P14_OCDE;P16_Usted es una:;P17_Pais de residencia;P17_RECAT;"P18_Si su pais de residencia es Chile; por favor indique la region";P18_MACROZONA;P19_Nombre Institucion;P21_Sector al que pertenece la institucion;P22_Sector economico en el que se desempeña la institucion;P23_area del conocimiento en la cual se enmarca su quehacer2;P26_Cargo dentro de la institucion de quien responde;P27_CARGO_RECAT;P29_Respecto del objetivo de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p29_recat;"P30_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?";p30_recat;"P31_En su opinion; ¿hay otros aspectos que deberian incluirse dentro del objetivo general?";"P32_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:";p32_recat;P33_Respecto de los objetivos especificos de esta politica ¿Que tan de acuerdo o en desacuerdo esta usted?;p33_recat;"P35_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?4";p35_recat;"P36_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de los objetivos especificos?";"P37_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:5";p37_recat;P38_Sobre lo anterior:  Indique su nivel de acuerdo o desacuerdo respecto a las dos fases de implementacion que señala la Politica de Acceso Abierto;p38_recat;"P39_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta? ";p39_recat;"P40_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de la implementacion de la Politica de Acceso Abierto?";"P41_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos.";p41_recat;"P42_Por favor; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion:";p42_recat;"P43_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?6";P43_RECAT;"P44_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas en el parrafo?";"P45_Si respondio afirmativamente; por favor; indique cuales deberian ser esos aspectos:";P45_RECAT;"P46_De acuerdo a lo descrito; señale su nivel de acuerdo o desacuerdo respecto de esta obligacion.";P46_RECAT;"P47_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?7";P47_RECAT;"P48_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las obligaciones indicadas para los datos de investigacion?";"P49_Si respondio afirmativamente; por favor; indique cuales serian esos aspectos:8";P49_RECAT;"P50_Por favor; señale su nivel de acuerdo o desacuerdo respecto de estas acciones:";P50_RECAT;"P51_Por favor; ¿podria darnos mas antecedentes que expliquen su respuesta?9";p51_recat;"P52_En su opinion; ¿hay otros aspectos que deberian incluirse dentro de las acciones que debe ejecutar la ANID para implementar la Politica de Acceso Abierto?";"P53_Por favor; indique cuales deberian ser esos aspectos:";p53_recat;P54_¿Que otros aspectos usted considera que debiesen ser abordados en la Politica de Acceso Abierto y_o en las acciones para su implementacion?;p54_recat
727;Si;Mujer;47;ENTRE 41 Y 50;ARTE;HUMANIDADES;Persona Natural;PANAMa;EXTRANJERO;EXTRANJERO;EXTRANJERO;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"En el caso del activismo ambiental; tener acceso a los datos cientificos respecto a cualquier impacto que pueda provocar dentro del espacio protegido; sera primordial; porque no solamente tendrian mejor informacion sino tambien; una cierta base cientifica que; en su momento podra tratarse de base legal; si se trata de proteger la supervivencia futura de los ciudadanos. 
Tambien se pueden utilizar estos datos para cualquier tipo de investigacion que implique un impacto cultural; a pesar de que ustedes han olvidado poner la gestion cultural como una de las disciplinas a las que irian dirigidos estos esfuerzos.";1;Si;"Que la disponibilidad del conocimiento cientifico; tambien se pueda utilizar como base legal dentro de un marco de proteccion; social; ambiental o cultural.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;""" Promover el escrutinio amplio y publico de los resultados obtenidos por los proyectos de investigacion financiados por la Agencia""; es tambien una puerta abierta a que diversas disciplinas interactuen dentro de los resultados; para ver si se consiguen acuerdos politicos o judiciales aplicables gracias a los conocimientos obtenidos dentro de la investigacion.";1;Si;Solo lo que mencione antes.;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;Que la primera fase contemple el registro sin cargo.;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Ya respondi esa pregunta.  Gracias.;
736;Si;Hombre;36;ENTRE 31 Y 40;INGENIERIA ELECTRICA Y ELECTRONICA;INGENIERIA Y TECNOLOGIA;Persona Natural;CHILE;CHILE;05. VALPARAiSO;CENTRO;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Creo firmemente en la apertura de la informacion; no solo de aquella financiada con recursos publicos; sino de toda la que pueda significar un aporte a la comunidad.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"El hecho de que exista apertura de esta informacion no implica que esta informacion llegue de forma facil a la gente. Por ello se requiere de sistemas que permitan el acercamiento a la ciudadania; mediante distintas formas de divulgacion.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
739;Si;Mujer;30;MENOR DE 30;EPIDEMIOLOGIA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;14. LOS RiOS;SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
744;Si;Hombre;40;ENTRE 31 Y 40;OTRAS ESPECIALIDADES DE LAS CIENCIAS DE LA INFORMACION Y COMPUTACION;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;Considero que las publicaciones debieran ser todas 100% abiertas de dominio publico y no debieran ni tener tiempo de embargo ni aceptar la necesidad de pago por publicacion.;1;Si;Los que mencione en mi respuesta anterior.;1;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;Si;"En caso que los datos por su naturaleza no puedan publicarse de manera completa; los investigadores e investigadoras deberian proveer al menos una version de los datos (tipicamente anonimizada si es que son respecto de personas); ademas de una descripcion detallada de las fuentes (metadatos) y la opcion de acceder a dichos datos contra firma de acuerdo de confidencialidad.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
746;Si;Hombre;59;ENTRE 51 Y 60;MINERIA Y PROCESAMIENTO DE MINERALES;INGENIERIA Y TECNOLOGIA;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Soy tambien academico de tiempo parcial en Universidad para cursos de pregrado; por lo que es muy util poder acceder a esta informacion; a objeto de mantener el grado de conocimiento y lineas de investigacion actualizados.";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Mantener el conocimiento en las lineas de investigacion y desarrollo actualizados;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Creo que poder acceder y ayudar a la difusion de lineas de investigacion; tanto en su inicio; como ya en su establecimiento; es muy importante y debe ser una alternativa valida y disponible para quienes nos desempañamos tambien en las areas de formacion profesional de  pregrado";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
752;Si;Hombre;23;MENOR DE 30;BIOQUIMICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;02. ANTOFAGASTA;NORTE;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Las ciencias y el conocimiento deben estar siempre a la mano de la sociedad; por lo cual deberian ser de libre y gratuito acceso";1;Si;Buscar y velar siempre que la comunidad tenga acceso a la mayor cantidad de informacion;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
753;Si;Hombre;35;ENTRE 31 Y 40;PSICOLOGIA (INCLUYENDO LA RELACION HOMBRE-MAQUINA);CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"La informacion generada por politicas publicas debes ser de acceso publico para todo ciudadano; sus datos y conclusiones deben estar a la mano de la poblacion.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"el ejercicio de generar conocimiento debe ser escrutado por la ciudadania; sus datos y metodos tambien. La informacion generada es para la sociedad que la financia.";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;deben establecerse periodos de maduracion del conocimiento.;1;No;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;todos deben aportar al enriquecer las bases publicas.;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"se debe promover la democracia en el acceso a la informacion; ademas de responsabilizar a los generadores de conocimiento en apoyar estas iniciativas.";1;No;;;Ni acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;Debe existir un ente desde la academia que sirva como controlador y evaluador del cumplimiento de estos procesos.;1;Si;Debe haber otro organismo a cargo de tareas de gestion y control.;1;"Mayor injerencia de academias y universidades estatales; ademas de incorporar comisiones de asociaciones de profesionales.";1
754;No;Mujer;19;MENOR DE 30;OTRAS HUMANIDADES;HUMANIDADES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;Si;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
759;Si;Mujer;35;ENTRE 31 Y 40;"CIENCIAS SOCIALES; INTERDISCIPLINARIA";CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
762;Si;Hombre;29;MENOR DE 30;MEDICINA GENERAL E INTERNA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;05. VALPARAiSO;CENTRO;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;el acceso a todo conocimiento debiese ser financiado por los estados y gratuito para la poblacion;1;Si;que lineas de investigacion se fomentan a traves del estado debe ser ademas decidido en lineas generales por su ciudadania;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;igual que lo anterior;;Si;considerar publicaciones no financiadas por el estado y que tras cierto plazo tambien se hagan abiertas;1;De acuerdo;Muy de acuerdo o de acuerdo;me falta accion restrospectiva;1;Si;idem anterior;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"caminar hacia el financiamiento estatal de la investigacion que ayude al crecimiento del pais; y hacia la gratuidad de la informacion cientifica para la ciudadania";1
768;Si;Hombre;28;MENOR DE 30;MICOLOGIA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
772;Si;Hombre;35;ENTRE 31 Y 40;CIENCIAS DEL MEDIO AMBIENTE;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;04. COQUIMBO;CENTRO;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;Si;Promover que los datos y resultados deben almacenarse en formatos de estandar internacional.;1;De acuerdo;Muy de acuerdo o de acuerdo;Me parece que el paso a la ruta dorada es necesario y deseable. Ojala se ponga enfasis en pasar rapidamente a esa fase.;1;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
775;Si;Mujer;64;MAYOR DE 60;BIBLIOTECOLOGIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"El conocimiento generado por la  Universidades ; en gran parte; son financiado con gasto fiscal por lo cual deberia ser devuelto al pais  y puesto a disposicion de todos sin que se tenga que pagar para llegar a el.";1;No;;;No responde;NS_NR;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;Para general nuevo conocimiento no deberia depender de tener mas recursos;1;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;De acuerdo;Muy de acuerdo o de acuerdo;Seria  una forma de asegurar las publicaciones de acceso libre;1;No responde;;;Publicar  en  acceso abierto deberian tener una ponderacion alta en los concursos   para  postular  a recursos financiero para la investigacion;1
778;Si;Hombre;29;MENOR DE 30;MEDICINA GENERAL E INTERNA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Si se utilizan fondos publicos; los resultados tambien deberian estar disponible publicamente para utilizarlos";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Ninguno;
782;No;Hombre;37;ENTRE 31 Y 40;ESTADISTICAS Y PROBABILIDADES;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;05. VALPARAiSO;CENTRO;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
783;No responde;Hombre;43;ENTRE 41 Y 50;GEOGRAFIA CULTURAL Y ECONOMICA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"Si solo nos basamos en los datos cuantitativos esta politica es valida; pero resulta mas complejo para lo cualitativo. En donde; la construccion de unidades hermeneuticas en ningun caso son estandarizadas; son anonimas y se basan en la confianza que el investigador_a o el equipo han generado con quienes se trabaja.";1;No responde;;;En desacuerdo;Muy en desacuerdo o desacuerdo;"Lo explique anteriormente; el tercer punto funciona para lo cuantitativo. Pero no sirve para la investigacion cualitativa; en su forma tradicional. De mas esta decir que tampoco para las humanidades.";1;No responde;;;Ni de acuerdo ni en desacuerdo;Ni acuerdo ni en desacuerdo;"Creo que si los proyectos son financiados con fondos publicos las publicaciones deberian ser de acceso abierto. En ningun caso; pagar por ellas.";1;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy en desacuerdo;Muy en desacuerdo o desacuerdo;"Creo que es un error hablar solo de datos; como sabran; el conocimiento se construye tambien desde lo cualitativo (unidades hermeneuticas) construidas con otros sujetos; pero tambien desde el propio investigador_a; por ejemplo; etnografia. Pregunta si yo hago etnografia; ¿que deposito en la ANID?";1;No responde;;;En desacuerdo;Muy en desacuerdo o desacuerdo;Ya lo dije. La interoperabilidad es inaplicable en lo cuali.;1;No responde;;;"No pensar tanto desde el conocimiento cientifico tradicional; tambien existen las humanidades y las ciencias sociales.";1
786;Si;Hombre;39;ENTRE 31 Y 40;"CIENCIAS SOCIALES; INTERDISCIPLINARIA";CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
787;Si;Hombre;36;ENTRE 31 Y 40;BIOLOGIA MOLECULAR;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;12. MAGALLANES Y ANTaRTICA CHILENA;AUSTRAL;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Todos los resultados y productos de una investigacion financiada con recursos publicos debiesen ser divulgados en la comunidad;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Seria muy interesante poder contar con iconografia y una editorial estatal para producir material a partir de los resultados de las investigaciones;1
791;Si;Mujer;26;MENOR DE 30;OBSTETRICIA Y GINECOLOGIA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;"Me parece razonable esta medida tomada;";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"Es una herramienta util para acceder a informacion cientifica; asi que me parece adecuada esta medida";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;Es conocido que los articulos tardan en ser publicados;1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;estoy de acuerdo;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;estoy de acuerdo;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;estoy de acuerdo;;No;;;Siento que la informacion otorgada es pertinente;1
793;Si;Hombre;30;MENOR DE 30;BIOQUIMICA;CIENCIAS NATURALES;Persona Natural;CHILE;CHILE;09. LA ARAUCANiA;SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Creo que es fundamental que se entregue acceso a los datos de  investigaciones financidas por el estado; tanto  tesis; los datos de investigacion; papers; patentes; etc ya que esto al ser financiado por El Gobierno Chile debe ser publico ymas importante aun es que el acceso a estos datos generara mas desarrollo; innovacion y emprendimiento; lo cual generara desarrollo para  el pais y lo mas genial de todo que es en base al conocimiento creado en este recondito pais del sur de mundo.
Actualmente al  solicitar informacion de los proyectos a los repositorios; se entregan informes muy limitados. Creo que se debe incluir el acceso a la gran mayoria del material disponible de los proyectos (no solo Informes finales; publicaciones; tesis; etc); no solo limitarse a algunos y dar el maximo acceso posible a la data generada; ya que eso permitira poder desarrollar mas innovacion y conocimiento en el futuro proximo.";1;Si;"Actualmente al  solicitar informacion de los proyectos a los repositorios; se entregan informes muy limitados. Creo que se debe incluir el acceso a la gran mayoria del material disponible de los proyectos (no solo Informes finales; publicaciones; tesis; etc); no solo limitarse a algunos y dar el maximo acceso posible a la data generada; ya que eso permitira poder desarrollar mas innovacion y conocimiento en el futuro proximo.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Creo que es clave  la reutilizacion de la informacion y los datos de investigacion para  generar nuevo conocimiento.

Creo que es Fundamental  generar el  acceso al conocimiento cientifico generado; lo mas amplio posible y no solo  limitarse al contenido en las publicaciones resultantes de proyectos de investigacion y en las tesis de posgrado.";1;Si;"Creo que es Fundamental  generar el  acceso al conocimiento cientifico generado; lo mas amplio posible y no solo  limitarse al contenido en las publicaciones resultantes de proyectos de investigacion y en las tesis de posgrado.";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;Son criterios dentro delo factible en este tipo de medidas.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;Es parte de sistema.;1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;La posibilidad de innovavar y crearnuevo conocimiento sera mayor a medida que sea mas amplia la cantidad de informacion a la que se tenga acceso.;1;No;;;No responde;NS_NR;Las medidas de Gestion e Implementacion son las adecuadas.;1;No;;;"La posibilidad de innovar y crear nuevo conocimiento sera mayor a medida que sea mas amplia la cantidad de informacion a la que se tenga acceso; por lo cual se debe recolectar e incluir la mayor cantidad de informacion  posible de los proyectos; Tesis; publicaciones; los distintos informes (no solo los finales); etc; ya que muchas veces las informacion de los repositorios son como informes ejecutivos y carecen de la data que permitiria ver lo que no vieron los investigadores y asi generar nuevo conocimiento; innovando a partir de las investigaciones cientificas; eso permitira dearrollo para el pais .";1
795;Si;Hombre;29;MENOR DE 30;ENFERMERIA;MEDICINA Y CIENCIAS DE LA SALUD;Persona Natural;CHILE;CHILE;02. ANTOFAGASTA;NORTE;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;La publicacion de conocimientos ayuda al pais a generar mejores profesionales y mejora la calidad de la educacion;1;Si;"La educacion debe ser un derecho y no una fuente de lucro; todos debemos tener derecho a una educacion gratuita y de calidad no solo el bien de algunos tambien se deberian incluir los proyectos financiados de privados";1;De acuerdo;Muy de acuerdo o de acuerdo;Es muy bueno generar una plataforma o instancia para encontrar documentos generados ya que falta mucho que investigar y publicar en Chile;1;Si;Deberian incluir las tesis de pregrado;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No responde;;;;
800;Si;Hombre;41;ENTRE 41 Y 50;ADMINISTRACION PUBLICA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;13. METROPOLITANA;RM;;;;;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;De acuerdo;Muy de acuerdo o de acuerdo;;;No;;;;
805;Si;Mujer;38;ENTRE 31 Y 40;BIBLIOTECOLOGIA;CIENCIAS SOCIALES;Persona Natural;CHILE;CHILE;08. BIOBiO;CENTRO SUR;;;;;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Es importante demostrar a la ciudadania el uso de los recursos que financian a la investigacion; de esta forma tambien se acerca aun mas el mundo cientifico a la poblacion general y se equipara el acceso al conocimiento";1;Si;Es importante explicitar las medidas que tendran en los requisitos que se solicitara a los investigadores para postular a fondos. Hoy en dia va muy de la mano con las metricas de las publicaciones y no se explicita si esto continuara siendo asi;1;Muy de acuerdo;Muy de acuerdo o de acuerdo;"La importancia de otorgar acceso publico al conocimiento cientifico radica en empoderar a la ciudadania respecto de el buen uso de los impuestos que sostienen la economia. Por otra parte; el facilitar acceso a los datos de investigacion; permitira dar mas bases y herramientas a investigadores que estan recien comenzando o estan buscando nuevos caminos para sus investigaciones. Esto es compartir el conocimiento";1;No;;;De acuerdo;Muy de acuerdo o de acuerdo;"Las fases consideradas me parecen bien; pues permite evaluar con mayor base el paso a la segunda etapa o contemplar otras medidas. Aunque; me queda cierta duda respecto de las condiciones solicitadas para una publicacion.";1;Si;"Lo referente a las metricas de impacto cientifico; hasta el momento esto es medido solo en base a dos grandes conglomerados editoriales que establecen ciertos parametros basados solo en la publicacion y citacion cientifica pero ¿que sucede con el impacto que pueda tener en la ciudadania? Si se ofrecera acceso a toda la ciudadania ¿incorporaran mediciones alternativas para tomar en cuenta ese impacto?";1;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;"Es necesario que exista una normativa al respecto; asi como una tentativa de que las universidades cuenten con repositorios de este tipo";1;No;;;Muy de acuerdo;Muy de acuerdo o de acuerdo;;;No;;;"Definir los indicadores con los que se medira el impacto en la ciudadania; respecto del acceso abierto a publicaciones de investigacion";1
